QSPRID	pKi_median_Label	pKi_median_Prediction	Fold
P08908_LIGANDS_nostereo_2430	7.44	7.48289	3.0
P08908_LIGANDS_nostereo_2116	7.5	7.00819	3.0
P08908_LIGANDS_nostereo_1722	5.89	6.34446	3.0
P08908_LIGANDS_nostereo_1830	8.34	8.04445	3.0
P08908_LIGANDS_nostereo_1562	5.98	6.56864	3.0
P08908_LIGANDS_nostereo_3253	6.14	8.3022	3.0
P08908_LIGANDS_nostereo_0954	9.2	9.34292	3.0
P08908_LIGANDS_nostereo_3393	8.3	7.6749	3.0
P08908_LIGANDS_nostereo_1322	7.28	7.19197	3.0
P08908_LIGANDS_nostereo_2510	6.94	7.379	3.0
P08908_LIGANDS_nostereo_1327	7.4	7.46554	3.0
P08908_LIGANDS_nostereo_2450	7.51	7.18875	3.0
P08908_LIGANDS_nostereo_3355	6.9	6.23669	3.0
P08908_LIGANDS_nostereo_0788	8.6	9.14591	3.0
P08908_LIGANDS_nostereo_3394	7.16	7.38475	3.0
P08908_LIGANDS_nostereo_1433	5.57	5.60917	3.0
P08908_LIGANDS_nostereo_0316	5.77	6.40922	3.0
P08908_LIGANDS_nostereo_0723	7.16	7.55673	3.0
P08908_LIGANDS_nostereo_2205	9.47	5.76781	3.0
P08908_LIGANDS_nostereo_0952	8.9	8.48458	3.0
P08908_LIGANDS_nostereo_0014	7.545	7.66073	3.0
P08908_LIGANDS_nostereo_0845	6.72	6.37201	3.0
P08908_LIGANDS_nostereo_0424	5.66	6.83233	3.0
P08908_LIGANDS_nostereo_1726	7.89	8.26485	3.0
P08908_LIGANDS_nostereo_1452	6.6	6.23682	3.0
P08908_LIGANDS_nostereo_0574	6.77	7.20146	3.0
P08908_LIGANDS_nostereo_0229	7.85	7.49462	3.0
P08908_LIGANDS_nostereo_3023	9.33	8.74385	3.0
P08908_LIGANDS_nostereo_0326	7.41	7.3058	3.0
P08908_LIGANDS_nostereo_0148	6.91	7.21957	3.0
P08908_LIGANDS_nostereo_3091	8.1	8.1202	3.0
P08908_LIGANDS_nostereo_2753	8.77	8.29508	3.0
P08908_LIGANDS_nostereo_3368	7.79	7.60143	3.0
P08908_LIGANDS_nostereo_2174	8.75	9.27212	3.0
P08908_LIGANDS_nostereo_2099	7.09	7.23822	3.0
P08908_LIGANDS_nostereo_3097	8.07	7.71495	3.0
P08908_LIGANDS_nostereo_1400	7.54	7.65185	3.0
P08908_LIGANDS_nostereo_0075	5.97	6.1843	3.0
P08908_LIGANDS_nostereo_3323	8.1	7.7642	3.0
P08908_LIGANDS_nostereo_2162	7.85	7.81946	3.0
P08908_LIGANDS_nostereo_0212	8.295	7.68576	3.0
P08908_LIGANDS_nostereo_0765	7.75	7.08158	3.0
P08908_LIGANDS_nostereo_1747	9.66	8.53393	3.0
P08908_LIGANDS_nostereo_0390	6.6	6.45322	3.0
P08908_LIGANDS_nostereo_1829	5.46	5.91743	3.0
P08908_LIGANDS_nostereo_0616	6.69	7.00621	3.0
P08908_LIGANDS_nostereo_3022	7.85	7.55215	3.0
P08908_LIGANDS_nostereo_1237	5.74	6.72766	3.0
P08908_LIGANDS_nostereo_2203	8.42	7.16688	3.0
P08908_LIGANDS_nostereo_3074	5.22	5.46261	3.0
P08908_LIGANDS_nostereo_3118	7.66	7.90553	3.0
P08908_LIGANDS_nostereo_2253	7.475	7.8412	3.0
P08908_LIGANDS_nostereo_0315	7.5	7.83613	3.0
P08908_LIGANDS_nostereo_2329	8.18	8.31751	3.0
P08908_LIGANDS_nostereo_1841	5.46	5.90776	3.0
P08908_LIGANDS_nostereo_1494	7.84	7.65046	3.0
P08908_LIGANDS_nostereo_1040	9.0	8.80732	3.0
P08908_LIGANDS_nostereo_3358	7.76	7.60861	3.0
P08908_LIGANDS_nostereo_2565	6.45	6.28422	3.0
P08908_LIGANDS_nostereo_2813	9.1	8.42728	3.0
P08908_LIGANDS_nostereo_2490	6.4	6.7013	3.0
P08908_LIGANDS_nostereo_0006	6.85	7.44678	3.0
P08908_LIGANDS_nostereo_2330	8.9	9.88259	3.0
P08908_LIGANDS_nostereo_1340	8.77	7.97845	3.0
P08908_LIGANDS_nostereo_1872	7.8	7.46284	3.0
P08908_LIGANDS_nostereo_2480	8.7	8.48275	3.0
P08908_LIGANDS_nostereo_0957	6.43	7.52194	3.0
P08908_LIGANDS_nostereo_1251	7.44	7.36723	3.0
P08908_LIGANDS_nostereo_1738	8.52	8.08613	3.0
P08908_LIGANDS_nostereo_3024	8.24	7.32174	3.0
P08908_LIGANDS_nostereo_3295	6.85	6.52228	3.0
P08908_LIGANDS_nostereo_0166	7.21	6.92572	3.0
P08908_LIGANDS_nostereo_2659	7.68	7.52397	3.0
P08908_LIGANDS_nostereo_1090	9.1	7.8913	3.0
P08908_LIGANDS_nostereo_2853	7.365	7.59713	3.0
P08908_LIGANDS_nostereo_2047	6.85	7.01025	3.0
P08908_LIGANDS_nostereo_0224	8.395	8.25787	3.0
P08908_LIGANDS_nostereo_2860	6.32	6.75705	3.0
P08908_LIGANDS_nostereo_2341	8.615	8.27615	3.0
P08908_LIGANDS_nostereo_1977	5.12	5.36511	3.0
P08908_LIGANDS_nostereo_0302	7.33	7.36882	3.0
P08908_LIGANDS_nostereo_1511	7.92	7.96667	3.0
P08908_LIGANDS_nostereo_0349	6.93	7.33528	3.0
P08908_LIGANDS_nostereo_0274	5.37	5.66628	3.0
P08908_LIGANDS_nostereo_0389	7.46	7.74474	3.0
P08908_LIGANDS_nostereo_3397	8.05	7.60311	3.0
P08908_LIGANDS_nostereo_3214	8.92	8.33586	3.0
P08908_LIGANDS_nostereo_3169	7.4	7.21015	3.0
P08908_LIGANDS_nostereo_0851	9.175	8.18656	3.0
P08908_LIGANDS_nostereo_3158	5.4	5.91895	3.0
P08908_LIGANDS_nostereo_3182	6.62	6.84671	3.0
P08908_LIGANDS_nostereo_0428	6.1	6.6274	3.0
P08908_LIGANDS_nostereo_3007	6.84	6.43475	3.0
P08908_LIGANDS_nostereo_1028	7.64	7.40643	3.0
P08908_LIGANDS_nostereo_2892	7.52	7.64982	3.0
P08908_LIGANDS_nostereo_0374	6.17	7.8201	3.0
P08908_LIGANDS_nostereo_1041	6.27	8.19221	3.0
P08908_LIGANDS_nostereo_2844	7.0	6.93376	3.0
P08908_LIGANDS_nostereo_2886	5.43	6.2319	3.0
P08908_LIGANDS_nostereo_0142	5.99	6.71266	3.0
P08908_LIGANDS_nostereo_2798	8.0	8.21884	3.0
P08908_LIGANDS_nostereo_0404	8.3	8.26359	3.0
P08908_LIGANDS_nostereo_3153	7.31	7.38748	3.0
P08908_LIGANDS_nostereo_3080	8.22	8.17656	3.0
P08908_LIGANDS_nostereo_1086	9.19	8.93459	3.0
P08908_LIGANDS_nostereo_1621	6.7	6.7547	3.0
P08908_LIGANDS_nostereo_1161	7.87	7.66144	3.0
P08908_LIGANDS_nostereo_0481	7.885	7.62972	3.0
P08908_LIGANDS_nostereo_1276	7.8	7.75648	3.0
P08908_LIGANDS_nostereo_3067	8.2	8.48406	3.0
P08908_LIGANDS_nostereo_2874	7.64	7.98337	3.0
P08908_LIGANDS_nostereo_2568	5.91	6.91996	3.0
P08908_LIGANDS_nostereo_0905	5.88	5.62253	3.0
P08908_LIGANDS_nostereo_0105	6.58	7.00962	3.0
P08908_LIGANDS_nostereo_2925	6.52	6.82246	3.0
P08908_LIGANDS_nostereo_1828	5.62	6.08297	3.0
P08908_LIGANDS_nostereo_2802	7.54	7.4828	3.0
P08908_LIGANDS_nostereo_2244	8.8	8.45608	3.0
P08908_LIGANDS_nostereo_2348	6.44	6.9065	3.0
P08908_LIGANDS_nostereo_0636	8.74	8.46182	3.0
P08908_LIGANDS_nostereo_0762	8.5	8.62326	3.0
P08908_LIGANDS_nostereo_3066	7.44	7.38832	3.0
P08908_LIGANDS_nostereo_1766	8.96	8.81512	3.0
P08908_LIGANDS_nostereo_2132	8.0	7.45574	3.0
P08908_LIGANDS_nostereo_2906	8.62	8.26668	3.0
P08908_LIGANDS_nostereo_2743	7.1	6.36429	3.0
P08908_LIGANDS_nostereo_3365	6.8	7.79314	3.0
P08908_LIGANDS_nostereo_3016	8.1	8.08918	3.0
P08908_LIGANDS_nostereo_2251	5.6	6.41749	3.0
P08908_LIGANDS_nostereo_0085	5.04	5.48966	3.0
P08908_LIGANDS_nostereo_3078	8.82	8.43765	3.0
P08908_LIGANDS_nostereo_0860	5.68	6.14456	3.0
P08908_LIGANDS_nostereo_2849	8.1	7.23129	3.0
P08908_LIGANDS_nostereo_3033	7.64	7.75863	3.0
P08908_LIGANDS_nostereo_0871	7.2	7.18063	3.0
P08908_LIGANDS_nostereo_0998	6.76	7.34141	3.0
P08908_LIGANDS_nostereo_2320	7.04	6.62332	3.0
P08908_LIGANDS_nostereo_1013	7.51	7.57368	3.0
P08908_LIGANDS_nostereo_2876	8.4	8.71846	3.0
P08908_LIGANDS_nostereo_1953	7.04	8.23781	3.0
P08908_LIGANDS_nostereo_1255	7.63	7.74281	3.0
P08908_LIGANDS_nostereo_2317	8.12	6.28193	3.0
P08908_LIGANDS_nostereo_2865	8.655	8.21184	3.0
P08908_LIGANDS_nostereo_1860	6.61	6.61068	3.0
P08908_LIGANDS_nostereo_1489	7.23	7.1179	3.0
P08908_LIGANDS_nostereo_2003	9.05	8.0404	3.0
P08908_LIGANDS_nostereo_1404	7.47	7.41521	3.0
P08908_LIGANDS_nostereo_2275	6.31	6.34347	3.0
P08908_LIGANDS_nostereo_0355	5.96	6.63211	3.0
P08908_LIGANDS_nostereo_1905	7.07	6.65052	3.0
P08908_LIGANDS_nostereo_2736	7.08	7.19169	3.0
P08908_LIGANDS_nostereo_2007	7.89	7.64694	3.0
P08908_LIGANDS_nostereo_1724	8.29	6.75762	3.0
P08908_LIGANDS_nostereo_0966	6.3	7.01184	3.0
P08908_LIGANDS_nostereo_0493	6.93	6.51251	3.0
P08908_LIGANDS_nostereo_2114	8.8	8.71299	3.0
P08908_LIGANDS_nostereo_2235	7.92	7.66104	3.0
P08908_LIGANDS_nostereo_1301	8.9	9.02135	3.0
P08908_LIGANDS_nostereo_1963	5.78	6.34648	3.0
P08908_LIGANDS_nostereo_3371	7.19	7.29648	3.0
P08908_LIGANDS_nostereo_2842	6.51	7.48648	3.0
P08908_LIGANDS_nostereo_1667	6.72	7.44796	3.0
P08908_LIGANDS_nostereo_2019	6.82	7.02728	3.0
P08908_LIGANDS_nostereo_1683	6.81	7.39795	3.0
P08908_LIGANDS_nostereo_0755	7.01	8.13596	3.0
P08908_LIGANDS_nostereo_0483	8.54	8.9017	3.0
P08908_LIGANDS_nostereo_1209	7.46	6.97156	3.0
P08908_LIGANDS_nostereo_3183	7.98	7.26783	3.0
P08908_LIGANDS_nostereo_3403	7.275	7.55515	3.0
P08908_LIGANDS_nostereo_2647	7.28	6.48528	3.0
P08908_LIGANDS_nostereo_1552	6.41	6.53794	3.0
P08908_LIGANDS_nostereo_2900	9.15	7.76552	3.0
P08908_LIGANDS_nostereo_2154	4.99	4.93742	3.0
P08908_LIGANDS_nostereo_2812	7.57	7.34504	3.0
P08908_LIGANDS_nostereo_0501	7.57	7.45468	3.0
P08908_LIGANDS_nostereo_1720	8.07	6.98631	3.0
P08908_LIGANDS_nostereo_2508	6.49	7.25618	3.0
P08908_LIGANDS_nostereo_1077	6.14	6.98626	3.0
P08908_LIGANDS_nostereo_0923	6.6	6.14593	3.0
P08908_LIGANDS_nostereo_1331	9.7	9.41834	3.0
P08908_LIGANDS_nostereo_0049	6.14	7.00641	3.0
P08908_LIGANDS_nostereo_2495	8.82	7.89502	3.0
P08908_LIGANDS_nostereo_2387	6.51	6.8331	3.0
P08908_LIGANDS_nostereo_0542	5.58	5.70187	3.0
P08908_LIGANDS_nostereo_2976	6.9	8.1001	3.0
P08908_LIGANDS_nostereo_0630	7.32	7.39834	3.0
P08908_LIGANDS_nostereo_0369	7.51	7.22023	3.0
P08908_LIGANDS_nostereo_0794	6.74	7.06698	3.0
P08908_LIGANDS_nostereo_2184	8.55	7.64809	3.0
P08908_LIGANDS_nostereo_1949	6.72	6.94069	3.0
P08908_LIGANDS_nostereo_2617	7.62	6.84361	3.0
P08908_LIGANDS_nostereo_0172	6.92	6.89924	3.0
P08908_LIGANDS_nostereo_1386	8.22	8.41911	3.0
P08908_LIGANDS_nostereo_2096	7.75	7.54265	3.0
P08908_LIGANDS_nostereo_0243	5.24	6.34669	3.0
P08908_LIGANDS_nostereo_0804	8.52	8.44002	3.0
P08908_LIGANDS_nostereo_2250	6.27	6.60546	3.0
P08908_LIGANDS_nostereo_0452	5.21	5.59984	3.0
P08908_LIGANDS_nostereo_0702	8.91	8.28584	3.0
P08908_LIGANDS_nostereo_0258	6.96	7.32816	3.0
P08908_LIGANDS_nostereo_2932	8.29	7.09791	3.0
P08908_LIGANDS_nostereo_0463	7.96	7.01098	3.0
P08908_LIGANDS_nostereo_1528	7.21	7.61457	3.0
P08908_LIGANDS_nostereo_0747	7.54	7.62021	3.0
P08908_LIGANDS_nostereo_1219	6.68	6.59391	3.0
P08908_LIGANDS_nostereo_0536	6.91	6.5975	3.0
P08908_LIGANDS_nostereo_0717	6.7	7.34026	3.0
P08908_LIGANDS_nostereo_0892	7.0	7.98974	3.0
P08908_LIGANDS_nostereo_1315	7.0	6.44694	3.0
P08908_LIGANDS_nostereo_3274	6.79	6.35984	3.0
P08908_LIGANDS_nostereo_2599	7.675	8.05084	3.0
P08908_LIGANDS_nostereo_1681	8.52	8.46326	3.0
P08908_LIGANDS_nostereo_2610	7.77	7.9364	3.0
P08908_LIGANDS_nostereo_2115	6.425	6.82476	3.0
P08908_LIGANDS_nostereo_0773	6.5	7.64946	3.0
P08908_LIGANDS_nostereo_1429	6.86	6.76425	3.0
P08908_LIGANDS_nostereo_1194	7.66	7.36711	3.0
P08908_LIGANDS_nostereo_1078	4.71	5.43532	3.0
P08908_LIGANDS_nostereo_0367	6.69	6.79982	3.0
P08908_LIGANDS_nostereo_1082	7.2	7.92693	3.0
P08908_LIGANDS_nostereo_1309	7.96	7.78353	3.0
P08908_LIGANDS_nostereo_1765	8.3	8.06667	3.0
P08908_LIGANDS_nostereo_1923	7.62	7.86366	3.0
P08908_LIGANDS_nostereo_2189	7.79	7.50524	3.0
P08908_LIGANDS_nostereo_1189	6.54	5.84642	3.0
P08908_LIGANDS_nostereo_0973	7.21	7.34882	3.0
P08908_LIGANDS_nostereo_1267	7.035	8.11836	3.0
P08908_LIGANDS_nostereo_3388	6.07	7.01982	3.0
P08908_LIGANDS_nostereo_2034	5.23	5.77109	3.0
P08908_LIGANDS_nostereo_1442	6.66	7.18053	3.0
P08908_LIGANDS_nostereo_2628	6.25	6.56274	3.0
P08908_LIGANDS_nostereo_1749	6.4	6.90388	3.0
P08908_LIGANDS_nostereo_2921	6.86	6.34358	3.0
P08908_LIGANDS_nostereo_0094	8.11	8.07593	3.0
P08908_LIGANDS_nostereo_3374	9.05	7.96416	3.0
P08908_LIGANDS_nostereo_1257	6.075	6.30384	3.0
P08908_LIGANDS_nostereo_1898	8.82	8.68886	3.0
P08908_LIGANDS_nostereo_2835	7.8	7.63884	3.0
P08908_LIGANDS_nostereo_1578	7.44	7.66846	3.0
P08908_LIGANDS_nostereo_1270	8.61	7.94324	3.0
P08908_LIGANDS_nostereo_2878	6.68	7.17055	3.0
P08908_LIGANDS_nostereo_1742	8.7	8.48115	3.0
P08908_LIGANDS_nostereo_1249	5.91	6.78273	3.0
P08908_LIGANDS_nostereo_1601	9.16	8.63525	3.0
P08908_LIGANDS_nostereo_0764	5.87	5.95736	3.0
P08908_LIGANDS_nostereo_1205	9.1	8.38349	3.0
P08908_LIGANDS_nostereo_1262	7.78	7.01741	3.0
P08908_LIGANDS_nostereo_2604	7.82	8.38243	3.0
P08908_LIGANDS_nostereo_3199	7.96	7.91339	3.0
P08908_LIGANDS_nostereo_0410	6.11	6.37279	3.0
P08908_LIGANDS_nostereo_1422	5.65	6.52903	3.0
P08908_LIGANDS_nostereo_1351	8.04	7.02677	3.0
P08908_LIGANDS_nostereo_1171	6.6	5.95245	3.0
P08908_LIGANDS_nostereo_1575	8.98	8.88758	3.0
P08908_LIGANDS_nostereo_0432	6.5	6.52023	3.0
P08908_LIGANDS_nostereo_0787	7.43	7.26301	3.0
P08908_LIGANDS_nostereo_2543	6.68	6.73791	3.0
P08908_LIGANDS_nostereo_0294	6.52	7.36808	3.0
P08908_LIGANDS_nostereo_3201	6.21	5.36425	3.0
P08908_LIGANDS_nostereo_3095	7.645	8.31478	3.0
P08908_LIGANDS_nostereo_1753	7.19	7.49987	3.0
P08908_LIGANDS_nostereo_1062	6.15	6.3452	3.0
P08908_LIGANDS_nostereo_1847	5.145	5.88963	3.0
P08908_LIGANDS_nostereo_0366	9.4	9.77425	3.0
P08908_LIGANDS_nostereo_0572	10.1	9.53063	3.0
P08908_LIGANDS_nostereo_1004	6.51	7.27824	3.0
P08908_LIGANDS_nostereo_3052	7.94	6.95708	3.0
P08908_LIGANDS_nostereo_0937	7.23	7.34911	3.0
P08908_LIGANDS_nostereo_0581	7.23	7.15916	3.0
P08908_LIGANDS_nostereo_1168	7.5	8.42147	3.0
P08908_LIGANDS_nostereo_1199	6.53	7.30832	3.0
P08908_LIGANDS_nostereo_0121	7.8	7.1435	3.0
P08908_LIGANDS_nostereo_1880	6.92	6.89003	3.0
P08908_LIGANDS_nostereo_0662	6.365	7.08746	3.0
P08908_LIGANDS_nostereo_0381	5.96	5.83909	3.0
P08908_LIGANDS_nostereo_2817	7.63	8.0511	3.0
P08908_LIGANDS_nostereo_1038	9.0	8.52882	3.0
P08908_LIGANDS_nostereo_0004	6.875	7.11359	3.0
P08908_LIGANDS_nostereo_2455	6.82	6.62588	3.0
P08908_LIGANDS_nostereo_1197	6.815	6.24542	3.0
P08908_LIGANDS_nostereo_0893	7.92	7.59078	3.0
P08908_LIGANDS_nostereo_2622	5.03	5.60484	3.0
P08908_LIGANDS_nostereo_2996	8.23	7.69579	3.0
P08908_LIGANDS_nostereo_2554	8.46	6.76345	3.0
P08908_LIGANDS_nostereo_1912	6.34	6.4892	3.0
P08908_LIGANDS_nostereo_1771	5.77	6.27083	3.0
P08908_LIGANDS_nostereo_3346	5.91	7.20249	3.0
P08908_LIGANDS_nostereo_0652	5.06	5.35471	3.0
P08908_LIGANDS_nostereo_0592	7.67	6.96109	3.0
P08908_LIGANDS_nostereo_1824	7.7	7.12182	3.0
P08908_LIGANDS_nostereo_1027	7.28	6.65166	3.0
P08908_LIGANDS_nostereo_0197	6.08	6.39735	3.0
P08908_LIGANDS_nostereo_1039	6.91	6.4256	3.0
P08908_LIGANDS_nostereo_1296	6.8	6.97434	3.0
P08908_LIGANDS_nostereo_0568	6.33	6.72072	3.0
P08908_LIGANDS_nostereo_3087	6.54	6.31753	3.0
P08908_LIGANDS_nostereo_3049	8.08	7.53258	3.0
P08908_LIGANDS_nostereo_0833	8.1	7.30246	3.0
P08908_LIGANDS_nostereo_2586	7.52	7.19111	3.0
P08908_LIGANDS_nostereo_3384	7.14	6.9242	3.0
P08908_LIGANDS_nostereo_2368	6.85	6.86796	3.0
P08908_LIGANDS_nostereo_2169	6.68	7.12357	3.0
P08908_LIGANDS_nostereo_1759	5.63	5.70574	3.0
P08908_LIGANDS_nostereo_2914	9.57	9.14948	3.0
P08908_LIGANDS_nostereo_1001	8.26	8.13797	3.0
P08908_LIGANDS_nostereo_3177	8.6	7.91972	3.0
P08908_LIGANDS_nostereo_3271	6.83	6.71884	3.0
P08908_LIGANDS_nostereo_1666	8.74	7.86626	3.0
P08908_LIGANDS_nostereo_1958	7.44	7.2348	3.0
P08908_LIGANDS_nostereo_3296	5.85	5.88795	3.0
P08908_LIGANDS_nostereo_2185	5.79	5.05225	3.0
P08908_LIGANDS_nostereo_2983	5.9	6.39568	3.0
P08908_LIGANDS_nostereo_3168	7.08	7.05467	3.0
P08908_LIGANDS_nostereo_2285	8.8	8.70528	3.0
P08908_LIGANDS_nostereo_2625	7.92	7.74034	3.0
P08908_LIGANDS_nostereo_1871	9.05	8.33074	3.0
P08908_LIGANDS_nostereo_1593	6.495	6.40221	3.0
P08908_LIGANDS_nostereo_2065	7.77	7.34923	3.0
P08908_LIGANDS_nostereo_2549	6.33	6.68671	3.0
P08908_LIGANDS_nostereo_3352	7.03	6.9622	3.0
P08908_LIGANDS_nostereo_2613	8.17	7.48835	3.0
P08908_LIGANDS_nostereo_0800	8.8	8.03586	3.0
P08908_LIGANDS_nostereo_1498	5.93	6.6448	3.0
P08908_LIGANDS_nostereo_1799	9.3	8.08651	3.0
P08908_LIGANDS_nostereo_1727	7.19	6.617	3.0
P08908_LIGANDS_nostereo_0894	7.425	7.87468	3.0
P08908_LIGANDS_nostereo_2357	7.55	7.2318	3.0
P08908_LIGANDS_nostereo_0668	4.41	4.80455	3.0
P08908_LIGANDS_nostereo_2245	7.37	7.65857	3.0
P08908_LIGANDS_nostereo_1924	7.82	8.07547	3.0
P08908_LIGANDS_nostereo_1185	7.42	6.93132	3.0
P08908_LIGANDS_nostereo_1493	7.62	7.56242	3.0
P08908_LIGANDS_nostereo_1467	6.69	6.28812	3.0
P08908_LIGANDS_nostereo_2326	6.49	7.17582	3.0
P08908_LIGANDS_nostereo_1588	8.7	8.66076	3.0
P08908_LIGANDS_nostereo_3339	9.92	8.24281	3.0
P08908_LIGANDS_nostereo_3363	6.15	5.37276	3.0
P08908_LIGANDS_nostereo_1708	7.16	6.89925	3.0
P08908_LIGANDS_nostereo_1085	6.75	6.72647	3.0
P08908_LIGANDS_nostereo_0406	7.39	7.19202	3.0
P08908_LIGANDS_nostereo_1075	6.69	7.50236	3.0
P08908_LIGANDS_nostereo_2804	6.48	6.73999	3.0
P08908_LIGANDS_nostereo_1865	6.5	6.55827	3.0
P08908_LIGANDS_nostereo_0433	8.9	9.13635	3.0
P08908_LIGANDS_nostereo_0405	5.96	6.31345	3.0
P08908_LIGANDS_nostereo_1554	6.85	7.20757	3.0
P08908_LIGANDS_nostereo_2809	7.04	6.68701	3.0
P08908_LIGANDS_nostereo_1424	7.02	6.97118	3.0
P08908_LIGANDS_nostereo_2324	7.01	7.23702	3.0
P08908_LIGANDS_nostereo_2353	8.49	8.03763	3.0
P08908_LIGANDS_nostereo_1042	6.06	6.81502	3.0
P08908_LIGANDS_nostereo_1640	9.42	8.08223	3.0
P08908_LIGANDS_nostereo_2894	8.02	7.52388	3.0
P08908_LIGANDS_nostereo_1178	5.77	6.12699	3.0
P08908_LIGANDS_nostereo_3284	9.08	8.87678	3.0
P08908_LIGANDS_nostereo_1537	6.46	7.67118	3.0
P08908_LIGANDS_nostereo_2721	6.46	6.67107	3.0
P08908_LIGANDS_nostereo_3000	7.935	7.30763	3.0
P08908_LIGANDS_nostereo_3387	7.12	7.26045	3.0
P08908_LIGANDS_nostereo_3131	8.96	9.15327	3.0
P08908_LIGANDS_nostereo_2416	8.3	7.8081	3.0
P08908_LIGANDS_nostereo_1291	8.68	8.33101	3.0
P08908_LIGANDS_nostereo_1179	7.6	8.34179	3.0
P08908_LIGANDS_nostereo_3380	6.11	6.24679	4.0
P08908_LIGANDS_nostereo_2769	7.61	7.6458	4.0
P08908_LIGANDS_nostereo_0628	7.48	7.28252	4.0
P08908_LIGANDS_nostereo_3286	7.55	7.60197	4.0
P08908_LIGANDS_nostereo_0989	8.4	8.28156	4.0
P08908_LIGANDS_nostereo_3037	7.345	7.59567	4.0
P08908_LIGANDS_nostereo_2313	6.48	6.61721	4.0
P08908_LIGANDS_nostereo_0372	9.6	8.87266	4.0
P08908_LIGANDS_nostereo_0141	6.59	7.29621	4.0
P08908_LIGANDS_nostereo_2479	7.33	7.60084	4.0
P08908_LIGANDS_nostereo_1478	6.35	7.25715	4.0
P08908_LIGANDS_nostereo_0724	5.05	5.76361	4.0
P08908_LIGANDS_nostereo_1491	6.67	6.83814	4.0
P08908_LIGANDS_nostereo_2733	5.97	6.52459	4.0
P08908_LIGANDS_nostereo_2107	6.6	6.13848	4.0
P08908_LIGANDS_nostereo_1200	8.37	8.6594	4.0
P08908_LIGANDS_nostereo_0714	5.16	5.8332	4.0
P08908_LIGANDS_nostereo_2370	8.4	7.91579	4.0
P08908_LIGANDS_nostereo_0815	7.62	7.45015	4.0
P08908_LIGANDS_nostereo_2202	8.64	7.79972	4.0
P08908_LIGANDS_nostereo_2237	6.88	7.33915	4.0
P08908_LIGANDS_nostereo_0678	5.88	5.87224	4.0
P08908_LIGANDS_nostereo_2011	6.54	6.46342	4.0
P08908_LIGANDS_nostereo_3244	6.58	7.68289	4.0
P08908_LIGANDS_nostereo_2863	6.98	6.37293	4.0
P08908_LIGANDS_nostereo_2499	7.48	7.67721	4.0
P08908_LIGANDS_nostereo_2441	10.55	8.12796	4.0
P08908_LIGANDS_nostereo_0507	7.54	7.11928	4.0
P08908_LIGANDS_nostereo_3364	6.3	6.44114	4.0
P08908_LIGANDS_nostereo_3098	4.9	5.79675	4.0
P08908_LIGANDS_nostereo_0677	10.89	10.35635	4.0
P08908_LIGANDS_nostereo_2623	6.38	6.17314	4.0
P08908_LIGANDS_nostereo_2944	8.56	8.48144	4.0
P08908_LIGANDS_nostereo_3349	9.24	7.69629	4.0
P08908_LIGANDS_nostereo_2619	5.18	5.58378	4.0
P08908_LIGANDS_nostereo_1159	7.52	8.04766	4.0
P08908_LIGANDS_nostereo_1520	7.72	7.51677	4.0
P08908_LIGANDS_nostereo_0100	7.52	7.58482	4.0
P08908_LIGANDS_nostereo_1719	5.75	5.94934	4.0
P08908_LIGANDS_nostereo_2933	7.43	7.44328	4.0
P08908_LIGANDS_nostereo_2364	6.18	6.55061	4.0
P08908_LIGANDS_nostereo_1418	8.5	8.13983	4.0
P08908_LIGANDS_nostereo_2758	9.7	9.51164	4.0
P08908_LIGANDS_nostereo_2402	8.82	8.65363	4.0
P08908_LIGANDS_nostereo_1274	7.15	6.67023	4.0
P08908_LIGANDS_nostereo_0951	7.74	8.05728	4.0
P08908_LIGANDS_nostereo_0928	7.77	7.45726	4.0
P08908_LIGANDS_nostereo_1743	7.19	7.71922	4.0
P08908_LIGANDS_nostereo_1626	9.8	8.60804	4.0
P08908_LIGANDS_nostereo_0624	7.04	7.11833	4.0
P08908_LIGANDS_nostereo_1801	6.0	6.67894	4.0
P08908_LIGANDS_nostereo_3015	6.89	7.47907	4.0
P08908_LIGANDS_nostereo_2734	4.9	5.13798	4.0
P08908_LIGANDS_nostereo_1892	7.0	7.68507	4.0
P08908_LIGANDS_nostereo_1084	7.63	7.37782	4.0
P08908_LIGANDS_nostereo_2697	6.8	7.45207	4.0
P08908_LIGANDS_nostereo_1165	7.46	7.58355	4.0
P08908_LIGANDS_nostereo_1311	6.24	6.62941	4.0
P08908_LIGANDS_nostereo_1273	7.74	7.97595	4.0
P08908_LIGANDS_nostereo_1449	7.13	6.3698	4.0
P08908_LIGANDS_nostereo_2723	8.29	8.16785	4.0
P08908_LIGANDS_nostereo_1595	5.04	6.03713	4.0
P08908_LIGANDS_nostereo_0251	9.72	8.44694	4.0
P08908_LIGANDS_nostereo_1124	5.3	6.13675	4.0
P08908_LIGANDS_nostereo_0270	6.93	7.7809	4.0
P08908_LIGANDS_nostereo_3423	8.16	9.24002	4.0
P08908_LIGANDS_nostereo_3043	6.83	7.06665	4.0
P08908_LIGANDS_nostereo_1419	8.15	7.86222	4.0
P08908_LIGANDS_nostereo_0350	5.96	7.02084	4.0
P08908_LIGANDS_nostereo_2941	7.58	7.10683	4.0
P08908_LIGANDS_nostereo_1602	6.1	6.04427	4.0
P08908_LIGANDS_nostereo_2262	7.46	7.49428	4.0
P08908_LIGANDS_nostereo_2151	7.41	7.43562	4.0
